product_id,brand_name,cases_per_pallet,gross_weight,low_fat,net_weight,product_class_id,product_name,recyclable_package,shelf_depth,shelf_height,shelf_width,sku,srp,units_per_case
474,Red Wing,10,21.3,0,19.2,41,Red Wing Screw Driver,1,17.7,22.4,17.1,55493467450,3.5200,26
475,Quick,9,20.9,0,17.8,65,Quick Extra Lean Hamburger,1,7.85,5.75,14.9,74355801939,2.6100,6
476,Quick,12,15.6,0,14.6,65,Quick Seasoned Hamburger,1,13.8,11.2,12.1,82410421967,3.6400,22
477,Dollar,12,19.1,0,18.1,104,Dollar Monthly Sports Magazine,1,14.6,15,20.4,70510522723,0.8600,7
478,Dollar,13,10.8,0,8.8,108,Dollar Monthly Auto Magazine,0,12.2,12.2,19.2,47802909016,2.9100,6
479,Dollar,13,16.4,0,14.3,107,Dollar Monthly Computer Magazine,1,15.5,8.2,4.95,71238645911,2.1500,14
480,Dollar,13,13.2,0,12.1,105,Dollar Monthly Home Magazine,0,16.5,13.5,9.06,41670928597,1.6900,13
481,Dollar,12,14.1,0,12.1,106,Dollar Monthly Fashion Magazine,1,6.13,5.9,5.31,23127390742,2.8500,33
482,Tell Tale,14,18.7,1,16.7,61,Tell Tale Summer Squash,0,19.6,6.21,6.92,28895309567,0.7300,25
483,Tell Tale,10,13,0,10,61,Tell Tale Corn on the Cob,1,5.86,21.6,20.8,80806578993,1.9400,3
484,Tell Tale,12,8.35,1,6.35,61,Tell Tale Asparagus,0,14.2,4.92,7.56,55812264084,3.6400,4
485,Tell Tale,11,14.5,1,12.5,61,Tell Tale Sweet Peas,0,21.6,21.1,19.6,76961299777,2.1900,23
486,Tell Tale,14,14.8,1,12.8,61,Tell Tale New Potatos,1,8.47,12.5,13.3,21204751133,1.1400,18
487,Tell Tale,7,9.09,1,6.09,61,Tell Tale Beets,0,19.5,20.3,18.5,11591553092,2.6000,5
488,Tell Tale,10,9.77,1,7.77,61,Tell Tale Prepared Salad,1,16.1,8.41,14.4,15072770714,2.5900,20
489,Tell Tale,12,16.4,1,13.3,61,Tell Tale Onions,1,8.48,10.2,8.95,40795208811,2.4100,12
490,Tell Tale,6,13.4,1,11.3,61,Tell Tale Green Pepper,0,21.2,13.6,7.33,44229219555,1.6500,24
491,Tell Tale,13,19.6,0,18.6,61,Tell Tale Shitake Mushrooms,1,13.7,12.1,20.7,63091554045,3.5100,14
492,Tell Tale,11,20.3,0,19.2,61,Tell Tale Lettuce,0,20.3,6.91,15.5,71146174073,1.7700,12
493,Tell Tale,9,7.43,0,5.42,61,Tell Tale Elephant Garlic,1,3.83,21.8,11.1,59246274828,2.6400,23
494,Tell Tale,12,9.02,0,6.02,61,Tell Tale Red Pepper,1,15.2,12.2,11.7,36538661122,1.9300,27
495,Tell Tale,8,9.22,0,6.22,61,Tell Tale Garlic,1,19.4,19.2,7.01,59974398016,1.1700,8
496,Tell Tale,11,11.2,0,10.1,61,Tell Tale Potatos,0,20.6,6.34,9.79,96504550576,0.8400,31
497,Tell Tale,9,14.7,0,13.6,61,Tell Tale Cauliflower,1,8.93,6.85,7.83,23080183863,1.8700,10
498,Tell Tale,12,11.9,1,10.8,61,Tell Tale Tomatos,1,21.7,3.58,4,28848102688,2.5500,28
499,Tell Tale,12,13.9,0,11.8,61,Tell Tale Mushrooms,1,20.4,5.12,16.8,69542331099,2.9600,28
500,Tell Tale,12,17,1,14,61,Tell Tale Baby Onion,0,21.4,14.4,22.6,44548016190,2.6600,11
501,Tell Tale,10,17.1,1,15.1,61,Tell Tale Dried Mushrooms,1,16.1,20,3.23,65697051882,1.4500,13
502,Tell Tale,12,20.1,0,18.1,61,Tell Tale Fresh Lima Beans,1,12,9.42,10.6,99940503239,3.1700,24
503,Tell Tale,7,21.2,1,20.2,61,Tell Tale Squash,0,11.1,13.1,19.8,90327305197,1.8600,31
504,Tell Tale,10,13.6,1,11.6,99,Tell Tale Limes,1,20.3,7.32,14.7,69906392693,1.8400,28
505,Tell Tale,7,18.1,0,16.1,67,Tell Tale Firm Tofu,0,18.3,19,17.5,29530960917,1.6700,30
506,Tell Tale,8,11.5,0,8.5,1,Tell Tale Almonds,1,12.2,6.59,15.2,92249944806,3.6800,3
507,Tell Tale,9,20.4,0,18.3,99,Tell Tale Macintosh Apples,1,13.8,3.04,22.3,87210149168,2.5300,14
508,Tell Tale,11,13.9,1,11.8,99,Tell Tale Golden Delcious Apples,1,22.8,19.5,20.2,82579680085,3.7900,22
509,Tell Tale,14,20.9,0,18.8,99,Tell Tale Red Delcious Apples,1,14.8,12.5,9.46,46777650713,1.9000,8
510,Tell Tale,7,9.33,0,7.32,99,Tell Tale Lemons,1,15.4,20.9,3.69,47972167134,0.6100,27
511,Tell Tale,6,21,1,19,99,Tell Tale Fancy Plums,0,16.1,22,3.31,71407904028,0.6800,31
512,Tell Tale,7,9.85,0,7.85,99,Tell Tale Plums,0,6.5,7.08,19.7,17938056588,2.7400,10
513,Tell Tale,13,11,0,10,99,Tell Tale Peaches,1,20.5,17.4,6.16,34513689875,0.5800,31
514,Tell Tale,11,20.9,1,17.8,61,Tell Tale Broccoli,1,9.31,8.38,6.63,40281608700,1.8100,35
515,Tell Tale,9,20.7,1,19.7,99,Tell Tale Mandarin Oranges,0,13.7,19.7,7.86,92192878127,1.9100,17
516,Tell Tale,13,21.8,0,19.7,1,Tell Tale Mixed Nuts,1,15.2,9.01,6.94,67198563218,1.8500,6
517,Tell Tale,5,7.87,0,6.86,1,Tell Tale Canned Peanuts,0,3.9,9.5,11.6,77130557894,3.4000,26
518,Tell Tale,7,13.5,1,11.5,61,Tell Tale Sweet Onion,0,8.99,16.8,12.6,21374009251,1.3600,19
519,Tell Tale,11,17.1,0,15.1,99,Tell Tale Cantelope,1,22.2,8.46,10.5,11760811209,3.8200,10
520,Tell Tale,8,7.28,0,6.28,99,Tell Tale Honey Dew,1,17.2,12.5,13.8,81339898705,2.8000,21
521,Tell Tale,7,8.48,0,6.47,99,Tell Tale Fuji Apples,1,11.2,18.4,20.9,40964466929,3.6300,17
522,Tell Tale,7,15.6,1,13.6,1,Tell Tale Walnuts,1,10.9,15.8,7.04,13683450818,1.6300,6
523,Tell Tale,12,11.3,1,9.3,99,Tell Tale Oranges,0,21.6,10.2,7.76,98643655180,1.7200,27
524,Tell Tale,13,13.8,0,11.8,99,Tell Tale Tangerines,0,22.6,13,4.57,40600405335,1.7400,16
525,Tell Tale,14,11.3,1,9.3,1,Tell Tale Party Nuts,0,7.77,11.9,12.8,94798375964,2.8500,30
526,Kiwi,5,18.4,1,16.3,24,Kiwi Lox,1,17.4,18.3,20.7,36971591114,2.2500,31
527,Kiwi,13,11.9,0,8.89,2,Kiwi Scallops,0,3.87,9.24,8.75,60407328009,2.3800,15
528,Fast,13,6.59,1,4.59,45,Fast Low Fat Cookies,1,7.4,9.16,16,96937480568,0.9600,8
529,Fast,9,17.7,1,15.7,12,Fast BBQ Potato Chips,0,8.27,6.88,14.5,23513113856,2.1900,9
530,Fast,11,9.41,0,6.4,12,Fast Corn Chips,1,22.7,7.67,3.38,29281032681,3.7600,24
531,Fast,8,16.9,1,14.8,12,Fast Low Fat BBQ Chips,0,19.8,5.14,3.6,81192302107,0.6000,21
532,Fast,14,21.7,0,18.7,45,Fast Sugar Cookies,1,20.6,9.92,16.8,56197987198,3.8700,15
533,Fast,10,20.1,0,17.1,45,Fast Chocolate Chip Cookies,0,15.4,20,9.95,77347022891,2.4200,12
534,Fast,5,12.6,1,10.6,45,Fast Fudge Cookies,0,9.71,5.39,4.69,21590474247,3.3800,26
535,Fast,12,7.92,1,6.92,45,Fast Fudge Brownies,1,15.5,3.1,21.5,90496563315,2.8400,4
536,Fast,10,21.8,0,20.7,12,Fast Potato Chips,1,3.1,13.2,3.81,70075650811,1.8200,20
537,Fast,11,20.7,0,18.7,45,Fast Lemon Cookies,1,22.8,8.98,19.3,29700219035,2.6500,3
538,Fast,6,20.9,1,18.8,45,Fast Graham Crackers,1,14.5,12.6,4.29,92419202923,0.9300,13
539,Fast,14,8.42,0,6.42,82,Fast Cheese Crackers,1,17.8,13.2,4,87379407286,3.7400,21
540,Fast,14,12.3,1,11.3,54,Fast Buttered Popcorn,1,8.48,13.7,14.5,29336157441,0.5100,26
541,Fast,9,13,0,10,54,Fast No Salt Popcorn,1,17.6,20.7,21.4,83534128069,1.8800,13
542,Fast,12,6.84,1,3.84,54,Fast Low Fat Popcorn,0,16.4,5.03,3.07,60826514363,1.5100,35
543,Fast,6,8.05,0,6.05,83,Fast Salsa Dip,0,15.4,22,10,18164381384,1.6400,30
544,Fast,9,16.1,0,14.1,83,Fast Avocado Dip,1,9.83,21.7,20.7,85673232674,2.9500,12
545,Fast,8,19.1,1,16.1,46,Fast Salted Pretzels,1,3.27,5.58,18.2,78346735835,1.4500,35
546,Fast,9,14.7,0,12.6,83,Fast Cheese Dip,0,6.4,4.52,20.6,84114654660,2.7800,30
547,Fast,10,9.02,0,7.02,83,Fast Fondue Mix,1,12.5,19.9,14.5,69928054213,2.3100,15
548,Fast,13,8.39,1,5.39,84,Fast Mini Donuts,1,14.6,15.7,22.5,44933739304,2.9000,34
549,Fast,10,10.5,0,9.5,17,Fast Beef Jerky,1,8.37,19.4,13.3,66082774996,1.6800,34
550,Fast,13,10.7,0,8.69,84,Fast Chocolate Donuts,0,15.1,10.8,7.09,76424096226,2.4000,30
551,Fast,12,7.87,0,5.86,12,Fast Low Fat Chips,1,20.4,10.9,13.5,66810898184,3.2100,6
552,Fast,11,18.6,1,16.6,82,Fast Sesame Crackers,1,18.8,9.83,10.9,70292115807,0.5500,25
553,Fast,11,7.41,0,5.4,45,Fast Frosted Cookies,0,11.7,20.4,17.3,18699643015,1.9100,24
554,Fast,6,13.1,0,12.1,109,Fast Dried Apples,1,6.85,14.4,17.3,57516496777,3.1400,34
555,Fast,14,19.3,0,18.2,109,Fast Apple Fruit Roll,1,19.2,12.9,10.6,76378831267,2.8800,18
556,Fast,10,11.3,0,8.3,109,Fast Strawberry Fruit Roll,1,3.67,17.1,3.95,18335581421,3.2500,24
557,Fast,10,18.4,0,15.3,109,Fast Raspberry Fruit Roll,0,20.8,4.53,20.8,72533552050,1.3600,18
558,Fast,13,15,1,13,109,Fast Grape Fruit Roll,0,8.77,6.79,16,49825938344,0.8000,21
559,Fast,7,19.9,1,17.8,109,Fast Dried Dates,0,6.64,17.3,20.7,97163805365,3.7800,20
560,Fast,12,15,1,12,109,Fast Raisins,0,5.45,7.06,6.55,43693957924,1.2000,5
561,Fast,9,15.7,1,13.6,109,Fast Golden Raisins,1,4.61,20.7,12.4,36367461085,0.7700,9
562,Fast,10,17.8,0,15.7,109,Fast Dried Apricots,0,20.8,5.58,13.8,42135379910,0.5900,21
563,Fast,9,19.9,1,18.8,84,Fast Frosted Donuts,0,19.5,7.11,6.76,58927478194,1.6800,31
564,Atomic,13,17.9,1,15.8,36,Atomic Tasty Candy Bar,1,17,8.35,7.18,10031033158,0.6600,9
565,Atomic,11,10.9,0,9.89,36,Atomic Mint Chocolate Bar,1,13.6,22.5,12.9,55082198977,0.9000,9
566,Atomic,13,13.9,0,10.8,36,Atomic Malted Milk Balls,0,9.61,11.9,20.3,65423520207,1.7800,20
567,Atomic,13,15.9,1,13.8,36,Atomic Semi-Sweet Chocolate Bar,1,13.2,5.77,4.46,55810322165,2.3500,35
568,Atomic,13,11.2,1,8.19,37,Atomic Bubble Gum,0,11.6,6.82,11.5,59291539788,3.3300,18
569,Atomic,13,7.79,1,5.78,38,Atomic Spicy Mints,1,17,3.52,16.9,18916108012,3.1600,33
570,Atomic,9,17.5,1,15.5,38,Atomic Mints,0,5.86,21.1,19.6,57732961773,2.1600,32
571,Atomic,8,10.4,0,8.39,36,Atomic White Chocolate Bar,0,7.45,17.6,6.66,65114583373,1.2500,31
572,Shady Lake,9,8.94,0,5.93,5,Shady Lake Ravioli,0,19.8,22.2,9.85,73169203400,2.5100,11
573,Shady Lake,10,19.7,1,18.7,5,Shady Lake Manicotti,1,15.8,3.23,4.48,61269304156,3.3900,9
574,Shady Lake,11,19,0,17,5,Shady Lake Spaghetti,1,12.9,3.46,13.4,38561690449,2.6700,29
575,Shady Lake,7,11,1,8,57,Shady Lake Thai Rice,1,9.69,16.5,7.64,85899557471,2.8100,26
576,Shady Lake,12,18.6,1,16.6,57,Shady Lake Rice Medly,1,9.2,8.5,16.2,32429710030,0.7000,11
577,Walrus,9,6.11,0,3.11,43,Walrus Imported Beer,1,17.5,20.1,15.8,25103213191,2.6200,31
578,Walrus,8,9.38,0,8.38,44,Walrus Light Wine,1,6.5,21.4,10.5,30871132016,2.2900,9
579,Walrus,9,15.7,0,13.6,44,Walrus Chardonnay Wine,0,19.5,19.6,22.5,82782401442,0.8300,35
580,Walrus,6,19.9,0,17.8,44,Walrus Chablis Wine,0,18.2,16.6,21.4,21200867295,2.4100,29
581,Walrus,14,19.4,0,17.3,44,Walrus Merlot Wine,1,3.24,9.99,10.8,42349902987,2.8400,6
582,Walrus,6,9.9,0,6.89,44,Walrus Chardonnay,1,16.2,8.21,22.7,76593354344,3.8000,32
583,Walrus,7,19.4,0,17.3,44,Walrus White Zinfandel Wine,1,13.2,3.33,11.9,66980156302,1.6100,18
584,Walrus,6,17.6,0,15.6,43,Walrus Light Beer,0,18.8,16.5,21.3,70461373925,2.5900,31
585,Colony,7,8.08,1,5.07,27,Colony Pumpernickel Bread,0,11.8,14.7,13.3,30085942149,2.1800,21
586,Colony,8,18.9,0,16.8,27,Colony White Bread,1,10.3,21.3,17.8,68902795910,1.4200,2
587,Colony,6,7.71,0,5.71,27,Colony Rye Bread,0,18.2,20.8,4.43,87765130400,3.2700,18
588,Colony,8,7.55,0,5.55,26,Colony English Muffins,0,15.1,4.41,14.4,95819750428,1.5400,35
589,Colony,12,16.4,0,15.3,26,Colony Cranberry Muffins,1,12.1,11.7,18.1,72702810168,2.6500,35
590,Colony,8,6.14,0,3.13,26,Colony Muffins,0,17.2,19,19.2,49995196461,1.9300,33
591,Colony,8,8.72,1,6.72,25,Colony Bagels,0,20.8,15,12.9,97333063483,1.1700,13
592,Colony,6,12.7,0,11.6,26,Colony Blueberry Muffins,1,21.4,17.8,3.16,43863216042,2.4800,30
593,Colony,13,12,0,10,27,Colony Wheat Bread,1,16,12.4,22.1,36536719202,1.8700,26
594,Landslide,10,7.27,0,4.26,49,Landslide Sesame Oil,1,9.45,22.4,9.48,42304638028,0.5800,4
595,Landslide,10,7.95,0,4.94,53,Landslide Chunky Peanut Butter,1,3.61,4.96,15.5,94215907454,1.4200,31
596,Landslide,13,10.4,1,8.39,51,Landslide Hot Chocolate,0,9.7,13.2,21.4,69221592545,0.6400,28
597,Landslide,12,19.3,1,16.2,50,Landslide Brown Sugar,1,21.1,8.61,20.3,90370628237,2.8000,19
598,Landslide,8,10.3,0,9.3,50,Landslide White Sugar,1,10.8,14.9,8.2,65592778325,1.5200,25
599,Landslide,9,9.79,0,7.78,90,Landslide French Roast Coffee,1,10.4,9.6,5.55,55979580283,2.3200,21
600,Landslide,9,18.9,0,16.8,90,Landslide Decaf Coffee,1,12.5,5.79,11.1,59460797905,2.3100,3
601,Landslide,9,14.9,0,12.8,90,Landslide Regular Coffee,0,3.85,8.84,9.02,85183236002,2.1300,9
602,Landslide,7,15.9,0,13.8,49,Landslide Vegetable Oil,1,18.5,20,12.1,57902219891,2.1400,3
603,Landslide,10,16.5,1,14.5,49,Landslide Corn Oil,1,15.2,8.11,8.1,76764554381,1.2300,19
604,Landslide,10,9.48,0,6.47,48,Landslide Tomato Sauce,0,16.7,5.74,6.6,84819174408,1.2500,27
605,Landslide,10,21.2,0,20.2,49,Landslide Canola Oil,1,4.93,3.49,15.9,72919275164,2.3600,31
606,Landslide,9,11.3,0,9.3,33,Landslide Grape Preserves,0,17.3,21.9,9.31,50211661458,2.6500,20
607,Landslide,9,13.3,0,10.3,90,Landslide Columbian Coffee,0,8.62,22.4,13.1,62430357336,2.7800,26
608,Landslide,13,10.2,0,8.19,31,Landslide Strawberry Jelly,1,9.61,16.6,15.8,32862640023,0.6800,25
609,Landslide,14,11.3,1,9.3,4,Landslide Pepper,0,13.6,15.8,4.08,25536143183,2.5900,2
610,Landslide,6,7.14,1,5.13,33,Landslide Low Fat Apple Butter,1,11.8,15.8,13,31304062008,2.2700,24
611,Landslide,6,15.1,0,13.1,4,Landslide Salt,1,13.7,18.8,15.6,83215331435,0.8200,30
612,Landslide,7,11.6,0,10.6,33,Landslide Apple Butter,1,11.5,20.1,22.7,58221016526,2.3800,12
613,Landslide,7,21.1,0,20.1,4,Landslide Oregano,1,13,19.9,10.8,79370052218,1.8200,20
614,Landslide,13,16.7,0,14.7,31,Landslide Apple Jelly,1,21.2,8.79,21.7,23613503575,3.7800,24
615,Landslide,6,18.4,1,16.3,32,Landslide Grape Jam,0,5.11,15.8,10.3,69672150015,1.3500,34
616,Landslide,11,21.9,1,19.8,32,Landslide Apple Jam,1,20.9,8.57,18.8,73153367638,1.3300,13
617,Landslide,9,13.9,1,10.8,32,Landslide Strawberry Jam,1,7.78,22.7,21.2,98875805735,1.1600,30
618,Landslide,7,7.28,1,6.28,53,Landslide Creamy Peanut Butter,1,12.1,21.1,17.2,71594789624,1.4000,21
619,Landslide,8,6.14,0,5.13,33,Landslide Strawberry Preserves,0,16.8,19.1,14,90457124114,2.2500,3
620,Landslide,12,7.8,0,5.8,53,Landslide Extra Chunky Peanut Butter,1,3.26,7.3,13.3,98511744141,0.7300,36
621,Landslide,13,9.36,0,7.35,33,Landslide Apple Preserves,1,12.1,7.69,4.69,86611844897,1.3900,22
622,Landslide,5,6.38,1,3.38,31,Landslide Grape Jelly,1,4.95,15.5,22.3,63904231190,0.8100,28
623,Token,5,8.04,0,7.03,30,Token Berry Juice,1,8.82,18.1,11.7,87339968085,1.8000,2
624,Token,12,20.4,1,18.3,52,Token Mango Drink,1,14.9,8.99,11.5,33870120644,2.4600,16
625,Token,6,13.8,0,10.8,52,Token Strawberry Drink,1,3.9,16.5,10.9,15326582789,1.6100,18
626,Token,14,6.73,0,4.73,19,Token Cream Soda,0,15.3,12,9.79,21094501614,1.2900,9
627,Token,13,7.64,0,4.63,19,Token Diet Soda,1,10.1,14.2,14.4,73005771040,1.7000,31
628,Token,13,16.4,0,14.3,19,Token Cola,1,17.3,11.5,16.5,48011456131,1.4000,12
629,Token,12,10,0,8,19,Token Diet Cola,0,14.3,4.44,22.7,69160491824,0.5500,10
630,Token,11,11,0,10,30,Token Orange Juice,1,9.09,6.72,7.34,13403943181,2.8000,33
631,Token,8,19.7,0,17.7,30,Token Cranberry Juice,1,16.3,3.99,9.47,93790745139,0.7800,7
632,Token,11,20.6,0,18.6,30,Token Apple Juice,0,11,6.27,14,73369832634,0.8300,1
633,Token,10,15.6,0,13.6,52,Token Apple Drink,1,7.55,19.3,20.2,32994400858,0.7400,33
634,Radius,9,13.1,1,10.1,35,Radius Oatmeal,1,5.2,21.6,18.8,60594213604,2.5300,12
635,Radius,8,7.92,1,5.92,35,Radius Corn Puffs,0,16.2,22.6,15,55554417967,1.3800,34
636,Radius,8,12.2,1,9.19,35,Radius Wheat Puffs,0,11.7,15.4,10.2,87511168122,2.6400,19
637,Radius,13,8.4,1,7.39,35,Radius Grits,0,22.3,13.2,12,51709138751,0.8600,2
638,Bravo,9,6.8,0,5.8,62,Bravo Canned Beets,1,19.7,20,16.5,52903655171,3.1500,22
639,Bravo,14,16.2,0,14.2,62,Bravo Creamed Corn,0,16.1,13.2,4.16,76339392066,3.2800,18
640,Bravo,8,9.63,1,7.63,62,Bravo Canned String Beans,0,5.09,20.8,3.52,22869544625,2.5900,20
641,Bravo,7,18.5,1,15.5,58,Bravo Chicken Soup,1,16.5,16.2,22.3,39445177912,3.9800,11
642,Bravo,7,7.39,1,6.38,62,Bravo Canned Yams,1,11.9,21.2,17.1,45213096737,1.6600,21
643,Bravo,7,9,0,6,58,Bravo Vegetable Soup,0,5.81,17.2,7.64,62005195021,1.8400,19
644,Bravo,10,13.4,0,11.3,62,Bravo Canned Tomatos,0,21.3,3.37,20.5,37010880112,0.8700,32
645,Bravo,5,6.41,0,5.4,58,Bravo Noodle Soup,0,7.91,19.8,5.97,58159915804,3.3200,8
646,Bravo,10,6.18,0,4.17,58,Bravo Regular Ramen Soup,1,9.86,5.63,17.2,92403367161,1.2800,1
647,Bravo,14,17.7,0,15.7,58,Bravo Chicken Noodle Soup,1,21,17.5,15.1,82790169119,2.7400,23
648,Bravo,11,12.5,0,11.5,58,Bravo Turkey Noodle Soup,1,14.5,4.13,21.3,62369256615,2.7200,5
649,Bravo,14,17.2,1,14.2,58,Bravo Beef Soup,0,17.4,8.08,8.85,21993824839,2.5500,15
650,Bravo,6,17.5,1,15.5,62,Bravo Canned Peas,1,4.22,8.36,21.1,84712808728,1.5500,17
651,Bravo,14,15,1,13,58,Bravo Chicken Ramen Soup,0,4.38,7.36,11,66987923979,0.8000,19
652,Bravo,14,10.7,0,9.69,93,Bravo Canned Tuna in Water,1,17.6,16.2,20.2,98944674134,1.6700,23
653,Bravo,13,9.71,1,7.71,93,Bravo Canned Tuna in Oil,1,17.3,11.9,15.7,63142644762,2.7800,28
654,Bravo,7,10.8,0,7.8,94,Bravo Large Canned Shrimp,0,3.85,16.7,13.8,64337161183,2.1700,29
655,Bravo,11,8.33,1,5.32,95,Bravo Fancy Canned Anchovies,0,8.9,8.05,15,87772898077,2.3100,5
656,Bravo,6,20.4,0,17.3,96,Bravo Fancy Canned Clams,1,6.99,13.6,8.12,34303050637,3.8500,16
657,Bravo,6,19.8,1,18.7,97,Bravo Fancy Canned Oysters,0,11.5,14.9,6.03,50878683924,2.1200,2
658,Bravo,5,6.44,0,5.44,98,Bravo Fancy Canned Sardines,1,12.6,9.84,9.18,56646602749,2.6800,28
659,Bravo,10,15.8,1,14.8,58,Bravo Rice Soup,1,19.1,11.8,18.6,18557872176,3.2100,1
660,Applause,7,6.96,1,3.96,3,Applause Canned Mixed Fruit,1,3.76,15.9,5.24,48180714249,2.8000,2
661,Applause,6,19,0,17,3,Applause Canned Peaches,0,14.3,20.4,9.29,69329749941,2.3400,20
662,Prelude,9,21.5,0,19.5,89,Prelude Rosy Sunglasses,1,5.44,4.22,14.2,13573201298,2.3000,29
663,Akron,11,11.4,0,10.3,103,Akron Eyeglass Screwdriver,1,18.4,4.7,15.8,93960003256,1.7600,19
664,Akron,12,8.24,0,6.23,102,Akron City Map,0,19.4,10,19.9,73539090752,1.7400,18
665,Gorilla,8,8.79,0,6.78,15,Gorilla Low Fat Cottage Cheese,0,19.3,17.8,20.3,33163658976,1.5700,21
666,Gorilla,7,14.5,1,12.5,14,Gorilla Low Fat Sour Cream,0,16.9,17.4,10.1,95882642865,0.8900,19
667,Gorilla,11,21.2,0,20.2,14,Gorilla Sour Cream,1,16.7,7.02,15.8,90842847228,2.6600,5
668,Gorilla,14,21.9,0,18.8,11,Gorilla Jack Cheese,1,5.87,11.7,19.8,32799597382,3.9300,27
669,Gorilla,8,19.4,1,18.3,11,Gorilla Muenster Cheese,1,18.4,15.3,11.5,51878396868,1.8000,3
670,Gorilla,6,18.2,1,15.2,11,Gorilla String Cheese,1,3.16,13.2,8.36,29170783162,1.7900,14
671,Gorilla,7,20.8,1,19.7,11,Gorilla Low Fat String Cheese,1,19.2,17,11.6,76508650183,2.9300,29
672,Gorilla,8,13.3,1,10.3,11,Gorilla Havarti Cheese,1,10.9,16.8,16.5,23038802742,3.3400,20
673,Gorilla,7,18.2,0,17.2,11,Gorilla Head Cheese,0,16.3,19.6,11.6,15712305903,2.7400,13
674,Gorilla,9,21.1,1,20.1,11,Gorilla Cheese Spread,1,4.79,7.9,10,21480224728,3.1800,30
675,Gorilla,13,13.1,1,10.1,11,Gorilla Sharp Cheddar Cheese,1,9.17,16.5,22.6,97293624281,3.5900,24
676,Gorilla,10,8.86,1,6.85,11,Gorilla Mild Cheddar Cheese,1,14.9,8.7,22,72299309372,3.2900,5
677,Gorilla,5,8.58,0,6.57,15,Gorilla Large Curd Cottage Cheese,1,7.27,14.2,10.1,93448345065,2.9600,16
678,Gorilla,14,14.3,0,13.3,76,Gorilla 2% Milk,1,14.8,7.13,21.1,68670495152,3.6900,3
679,Gorilla,12,20.3,0,17.2,76,Gorilla Buttermilk,1,13,6.43,9.6,59057297110,1.4900,31
680,Gorilla,12,13.4,0,10.3,76,Gorilla Chocolate Milk,1,15.1,22.6,15.2,62538514733,1.4700,3
681,Gorilla,11,9.43,0,8.43,76,Gorilla 1% Milk,1,6.42,5.66,13,22163082957,2.3000,20
682,Gorilla,9,10.4,0,7.39,76,Gorilla Whole Milk,1,21.1,16.8,16.2,60979936718,0.6100,14
683,Gorilla,9,8.58,0,5.57,6,Gorilla Strawberry Yogurt,1,6.7,21.1,7.16,79842271208,2.1600,20
684,Gorilla,12,9.71,1,7.71,6,Gorilla Blueberry Yogurt,1,13.1,7.13,16.7,21799021363,0.6800,18
685,Cutting Edge,7,18.2,1,17.2,81,Cutting Edge Chicken Hot Dogs,0,4.84,15.7,20.1,75996991991,1.5300,9
686,Cutting Edge,10,12.5,0,9.5,91,Cutting Edge Pimento Loaf,1,8.5,5.65,4.1,53289378285,1.8200,34
687,Cutting Edge,13,7.67,0,4.67,91,Cutting Edge Beef Bologna,0,4.38,7.82,3.52,65508074164,0.9700,35
688,Cutting Edge,9,12.9,1,11.8,91,Cutting Edge Low Fat Bologna,0,19.6,18.4,22.3,12038226723,2.3700,13
689,Cutting Edge,12,21.9,0,19.8,81,Cutting Edge Turkey Hot Dogs,1,16.2,12.6,8.13,94711729884,1.7600,7
690,Cutting Edge,8,6.68,1,5.67,81,Cutting Edge Foot-Long Hot Dogs,0,17.8,20.7,22.4,10479648709,1.4400,34
691,Cutting Edge,14,9.66,0,6.65,16,Cutting Edge Low Fat Cole Slaw,0,16.3,15.7,19.7,86293048262,2.8500,34
692,Cutting Edge,9,6.19,1,4.19,16,Cutting Edge Cole Slaw,1,14.1,16.9,6.78,37396603226,1.5500,23
693,Cutting Edge,6,15.6,1,14.6,77,Cutting Edge Roasted Chicken,0,15.5,16.7,14.9,82447769045,1.9900,25
694,Cutting Edge,11,11.2,1,9.19,8,Cutting Edge Corned Beef,0,3.81,5.61,5.75,92789090275,2.9500,29
695,Cutting Edge,13,12.9,1,9.89,8,Cutting Edge Sliced Turkey,1,7.68,12.6,14.3,83175892233,3.5200,3
696,Cutting Edge,9,19.6,1,17.6,8,Cutting Edge Sliced Ham,1,7.48,22.2,20,75176396965,0.7200,24
697,Cutting Edge,8,8.47,1,7.47,16,Cutting Edge Potato Salad,1,10.3,19.5,5.31,34800965189,1.3300,35
698,Cutting Edge,9,6.86,1,4.86,8,Cutting Edge Sliced Chicken,1,12.6,18.6,21,73617818951,2.3300,28
699,Jumbo,7,21.7,1,19.7,66,Jumbo Small Brown Eggs,0,17.3,16.6,17.8,92480153441,1.4200,4
700,Jumbo,11,7.38,0,5.38,66,Jumbo Large Brown Eggs,1,3.73,4.83,17.1,10534773468,2.6800,2
701,Jumbo,11,8.94,0,6.93,66,Jumbo Small Eggs,0,12.6,5.22,8.51,88634874224,0.7500,23
702,Jumbo,13,21.9,1,18.8,66,Jumbo Large Eggs,0,5.41,13,6.16,65927260518,3.8400,29
703,Jumbo,13,7.62,0,5.61,66,Jumbo Egg Substitute,1,9.28,15.6,15.5,23265127539,2.9700,3
704,Imagine,12,8.41,0,7.4,34,Imagine Low Fat Waffles,1,15.9,14.8,9.62,90773978829,1.6300,1
705,Imagine,12,12.2,0,9.19,110,Imagine Orange Popsicles,0,9.09,12,11.5,83447481989,0.8800,30
706,Imagine,9,11,1,8,100,Imagine Frozen Chicken Breast,0,11.7,22,15.6,89215400815,3.4600,24
